date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:20:17	66668/66668	---MC-	200	added ('OK')	text/html	date:Sun,%2007%20Aug%202016%2008:20:16%20GMT	http://www.tao2korea.com/mall/m_mall_detail.php?ps_ctid=&ps_goid=719&ps_page=	C:/My%20Web%20Sites/test/www.tao2korea.com/mall/m_mall_detailcb14.html	(from )
17:20:18	34666/34666	---M--	200	added ('OK')	image/jpeg	etag:%224e8037-876a-57724668%22	http://www.tao2korea.com/mall/shop_image/201606/01(20).jpg	C:/My%20Web%20Sites/test/www.tao2korea.com/mall/shop_image/201606/01(20).jpg	(from )
17:20:19	65382/65382	---MC-	200	added ('OK')	text/html	date:Sun,%2007%20Aug%202016%2008:20:18%20GMT	http://www.tao2korea.com/mall/m_mall_detail.php?ps_ctid=&ps_goid=718&ps_page=	C:/My%20Web%20Sites/test/www.tao2korea.com/mall/m_mall_detail0c67.html	(from )
17:20:24	28122/28122	---M--	200	added ('OK')	image/jpeg	etag:%224e8073-6dda-57612bd8%22	http://www.tao2korea.com/mall/shop_image/201606/00(39).jpg	C:/My%20Web%20Sites/test/www.tao2korea.com/mall/shop_image/201606/00(39).jpg	(from )
17:20:24	53214/53214	---M--	200	added ('OK')	image/jpeg	etag:%224e8082-cfde-576290c8%22	http://www.tao2korea.com/mall/shop_image/201606/00(54).jpg	C:/My%20Web%20Sites/test/www.tao2korea.com/mall/shop_image/201606/00(54).jpg	(from )
17:20:25	44340/44340	---M--	200	added ('OK')	image/jpeg	etag:%224e8079-ad34-5762621f%22	http://www.tao2korea.com/mall/shop_image/201606/00(45).jpg	C:/My%20Web%20Sites/test/www.tao2korea.com/mall/shop_image/201606/00(45).jpg	(from )
17:20:25	65729/65729	---MC-	200	added ('OK')	text/html	date:Sun,%2007%20Aug%202016%2008:20:24%20GMT	http://www.tao2korea.com/mall/m_mall_detail.php?ps_ctid=&ps_goid=708&ps_page=	C:/My%20Web%20Sites/test/www.tao2korea.com/mall/m_mall_detailf7b0.html	(from )
17:20:26	111435/111435	---M--	200	added ('OK')	image/jpeg	etag:%22b4002b-1b34b-57824c9a%22	http://www.tao2korea.com/mall/shop_image/201607/01(9).jpg	C:/My%20Web%20Sites/test/www.tao2korea.com/mall/shop_image/201607/01(9).jpg	(from )
17:20:27	72108/72108	---MC-	200	added ('OK')	text/html	date:Sun,%2007%20Aug%202016%2008:20:25%20GMT	http://www.tao2korea.com/mall/m_mall_detail.php?ps_ctid=&ps_goid=707&ps_page=	C:/My%20Web%20Sites/test/www.tao2korea.com/mall/m_mall_detail9d43.html	(from )
17:20:28	72995/72995	---MC-	200	added ('OK')	text/html	date:Sun,%2007%20Aug%202016%2008:20:26%20GMT	http://www.tao2korea.com/mall/m_mall_detail.php?ps_ctid=&ps_goid=705&ps_page=	C:/My%20Web%20Sites/test/www.tao2korea.com/mall/m_mall_detailf20e.html	(from )
